Season,PenguinID,Diveduration(s),Divedepth(m),Nokrillcaptured,R
2011/12,53_50b,93,9.9,19,20.43
2011/12,53_50b,97,9,17,17.526
2011/12,53_50b,92,9.7,21,22.826
2011/12,53_50b,91,9.4,19,20.879
2011/12,53_50b,81,9.9,17,20.988
2011/12,53_50b,100,12.2,22,22
2011/12,53_50b,119,9.5,32,26.891
2011/12,53_50b,98,8.9,23,23.469
2011/12,53_50b,108,8.1,18,16.667
2011/12,53_50b,101,11,19,18.812
2011/12,53_50b,118,10.2,17,14.407
2011/12,53_50b,117,10.7,19,16.239
2011/12,53_50b,128,11.8,28,21.875
2011/12,53_50b,118,11.8,15,12.712
2011/12,53_50b,121,10.1,26,21.488
2011/12,53_50b,111,9.8,17,15.315
2011/12,53_50b,98,7.6,21,21.429
2011/12,53_50b,108,8.2,16,14.815
2011/12,53_50b,119,8.1,30,25.21
2011/12,53_50b,121,6.1,27,22.314
2011/12,53_50b,102,8.1,22,21.569
2011/12,53_50b,123,10.7,9,7.317
2011/12,53_50b,120,9.8,38,31.667
2011/12,53_50b,119,10.7,35,29.412
2011/12,53_50b,104,8.3,27,25.962
2011/12,53_50b,112,9.7,33,29.464
2011/12,53_50b,109,10.7,18,16.514
2011/12,53_50b,121,10.1,21,17.355
2011/12,53_50b,110,10.2,20,18.182
2011/12,53_50b,130,10,22,16.923
2011/12,53_50b,121,10.1,33,27.273
2011/12,53_50b,25,4.6,2,8
2011/12,53_50b,121,9.1,26,21.488
2011/12,53_50b,132,10.7,30,22.727
2011/12,53_50b,131,10.2,27,20.611
2011/12,53_50b,109,9.2,31,28.44
2011/12,53_50b,110,8.1,18,16.364
2011/12,53_50b,124,8.5,45,36.29
2011/12,53_50b,120,8.5,25,20.833
2011/12,53_50b,114,10.4,27,23.684
2011/12,53_50b,82,10.4,15,18.293
2011/12,53_50b,110,9.1,17,15.455
2011/12,53_50b,149,10.6,30,20.134
2011/12,53_50b,112,10.4,24,21.429
2011/12,53_50b,98,10.8,14,14.286
2011/12,53_50b,123,12.6,27,21.951
2011/12,53_50b,128,16.2,13,10.156
2011/12,53_50b,114,11.3,21,18.421
2011/12,53_50b,135,10.3,22,16.296
2011/12,53_50b,113,12.9,9,7.965
2011/12,53_50b,109,13.3,6,5.505
2011/12,53_52a,90,28.7,1,1.111
2011/12,53_52a,102,12.2,5,4.902
2011/12,53_52a,114,31.3,1,0.877
2011/12,53_52a,145,50.2,5,3.448
2011/12,53_52a,128,35.3,1,0.781
2011/12,53_52a,155,51.6,2,1.29
2011/12,53_52a,153,52,7,4.575
2011/12,53_52a,81,19.2,1,1.235
2011/12,53_52a,100,31.7,4,4
2011/12,53_52a,74,16.2,3,4.054
2011/12,53_52a,70,21.3,3,4.286
2011/12,53_52a,97,16.4,7,7.216
2011/12,53_52a,97,14.8,7,7.216
2011/12,53_52a,82,18.1,6,7.317
2011/12,53_52a,86,15.8,6,6.977
2011/12,53_52a,97,21.3,9,9.278
2011/12,53_52a,101,18.5,7,6.931
2011/12,53_52a,90,18.7,5,5.556
2011/12,53_52a,67,16.3,3,4.478
2011/12,53_52a,63,11.2,3,4.762
2011/12,53_52a,82,16.6,8,9.756
2011/12,53_52a,78,16.2,10,12.821
2011/12,53_52a,92,21.1,7,7.609
2011/12,53_52a,93,19.7,9,9.677
2011/12,53_52a,112,23.6,17,15.179
2011/12,53_52a,104,22.7,6,5.769
2011/12,53_52a,107,17.7,14,13.084
2011/12,53_52a,91,18.4,11,12.088
2011/12,53_52a,82,16.9,10,12.195
2011/12,53_52a,96,16.5,8,8.333
2011/12,53_52a,105,18.4,21,20
2011/12,53_52a,99,16.4,15,15.152
2011/12,53_52a,101,18.4,16,15.842
2011/12,53_52a,106,15.7,21,19.811
2011/12,53_52a,100,15.3,14,14
2011/12,53_52a,91,16.2,12,13.187
2011/12,53_52a,90,17.6,9,10
2011/12,53_52a,86,15.2,8,9.302
2011/12,53_52a,79,14.7,12,15.19
2011/12,53_52a,91,16,20,21.978
2011/12,53_52a,85,19,1,1.176
2011/12,53_52a,92,22.4,5,5.435
2011/12,53_52a,89,17.6,1,1.124
2011/12,53_52a,93,17.4,4,4.301
2011/12,53_52a,50,14.8,3,6
2011/12,53_52a,103,24.5,4,3.883
2011/12,53_52a,95,23.9,1,1.053
2011/12,53_52a,95,17.6,3,3.158
2011/12,53_52a,87,22.9,1,1.149
2011/12,53_52a,104,24.1,1,0.962
2011/12,53_52a,95,23.7,1,1.053
2011/12,53_52a,125,35.1,1,0.8
2011/12,53_52a,162,46.6,1,0.617
2011/12,53_52a,153,64.6,1,0.654
2011/12,53_52a,72,22.8,3,4.167
2011/12,53_59a,79,22,1,1.266
2011/12,53_59a,71,27,2,2.817
2011/12,53_59a,78,32.8,1,1.282
2011/12,53_59a,71,26.9,1,1.408
2011/12,53_59a,76,31.9,2,2.632
2011/12,53_59a,54,23.9,1,1.852
2011/12,53_59a,46,8.2,1,2.174
2011/12,53_59a,88,28.6,1,1.136
2011/12,53_59a,69,27.6,2,2.899
2011/12,53_59a,60,22.9,2,3.333
2011/12,53_59a,58,22.6,1,1.724
2011/12,53_59a,68,21.8,2,2.941
2011/12,53_59a,66,18.7,4,6.061
2011/12,53_59a,77,22,3,3.896
2011/12,53_59a,71,24,5,7.042
2011/12,53_59a,78,21,4,5.128
2011/12,53_59a,71,17.6,2,2.817
2011/12,53_59a,72,22.7,2,2.778
2011/12,53_59a,61,7.2,3,4.918
2011/12,53_59a,81,19.6,2,2.469
2011/12,53_59a,76,20.2,2,2.632
2011/12,53_59a,89,6,4,4.494
2011/12,53_59a,26,3.5,1,3.846
2011/12,53_59a,73,22.9,2,2.74
2011/12,53_59a,89,30,2,2.247
2011/12,53_59a,86,25.8,1,1.163
2011/12,53_59a,87,17.1,3,3.448
2011/12,53_59a,92,28.7,1,1.087
2011/12,53_59a,92,35.7,2,2.174
2011/12,53_59a,86,18.2,5,5.814
2011/12,53_59a,70,22.7,1,1.429
2011/12,53_59a,84,23.2,2,2.381
2011/12,53_59a,94,27.1,3,3.191
2011/12,53_59a,101,31.4,2,1.98
2011/12,53_59a,110,30.5,3,2.727
2011/12,53_59a,112,22.2,1,0.893
2011/12,53_59a,72,35.7,1,1.389
2011/12,53_59a,96,34.2,2,2.083
2011/12,53_59a,108,24,2,1.852
2011/12,53_59a,102,32.7,1,0.98
2011/12,53_59a,92,28.2,1,1.087
2011/12,53_59a,123,38,2,1.626
2011/12,53_59a,110,24.2,1,0.909
2011/12,53_59a,69,17.2,7,10.145
2011/12,53_68a,152,20.4,7,4.605
2011/12,53_68a,145,14.8,5,3.448
2011/12,53_68a,133,12.8,7,5.263
2011/12,53_68a,123,14,5,4.065
2011/12,53_68a,146,16.4,7,4.795
2011/12,53_68a,112,15.1,1,0.893
2011/12,53_68a,142,16.8,4,2.817
2011/12,53_68a,157,18.7,4,2.548
2011/12,53_68a,180,26.6,5,2.778
2011/12,53_68a,135,17.7,4,2.963
2011/12,53_68a,177,22,15,8.475
2011/12,53_68a,144,17.6,6,4.167
2011/12,53_68a,88,16.6,16,18.182
2011/12,53_68a,105,10.3,17,16.19
2011/12,53_68a,105,13,21,20
2011/12,53_68a,102,13,17,16.667
2011/12,53_68a,118,13.2,15,12.712
2011/12,53_68a,97,14,6,6.186
2011/12,53_68a,90,11.3,5,5.556
2011/12,53_68a,106,15.2,10,9.434
2011/12,53_68a,95,13.9,22,23.158
2011/12,53_68a,87,15.5,7,8.046
2011/12,53_68a,90,13.3,8,8.889
2011/12,53_68a,89,14.8,4,4.494
2011/12,53_68a,94,15.9,7,7.447
2011/12,53_68a,115,17.8,8,6.957
2011/12,53_68a,101,17.1,7,6.931
2011/12,53_68a,120,23.1,3,2.5
2011/12,53_68a,114,17.5,16,14.035
2011/12,53_68a,81,12.1,1,1.235
2011/12,53_68a,107,16.9,2,1.869
2011/12,53_68a,112,15.8,6,5.357
2011/12,53_68a,138,19.4,1,0.725
2011/12,53_75a,137,35.8,5,3.65
2011/12,53_75a,141,33.7,3,2.128
2011/12,53_75a,117,16.3,1,0.855
2011/12,53_75a,133,35.6,1,0.752
2011/12,53_75a,129,41.2,1,0.775
2011/12,53_75a,103,28.1,3,2.913
2011/12,53_75a,135,30.6,1,0.741
2011/12,53_75a,129,29,2,1.55
2011/12,53_75a,121,27.4,5,4.132
2011/12,53_75a,115,23.6,4,3.478
2011/12,53_75a,117,22.4,2,1.709
2011/12,53_75a,157,47.9,6,3.822
2011/12,53_75a,145,32.8,5,3.448
2011/12,53_75a,151,27,9,5.96
2011/12,53_75a,123,30,5,4.065
2011/12,53_75a,143,29.5,6,4.196
2011/12,53_75a,161,27.6,5,3.106
2011/12,53_75a,153,32,1,0.654
2011/12,53_75a,141,33.9,4,2.837
2011/12,53_75a,131,26,4,3.053
2011/12,53_75a,149,33.3,6,4.027
2011/12,53_75a,165,30.8,3,1.818
2011/12,53_75a,145,28.8,12,8.276
2011/12,53_75a,129,25.1,3,2.326
2011/12,53_75a,139,31.7,4,2.878
2011/12,53_75a,149,37.1,1,0.671
2011/12,53_75a,155,43.8,12,7.742
2011/12,53_75a,109,29.2,8,7.339
2011/12,53_75a,153,28.6,6,3.922
2011/12,53_75a,159,29.2,7,4.403
2011/12,53_75a,165,32.5,7,4.242
2011/12,53_75a,155,28.8,6,3.871
2011/12,53_75a,159,30.9,6,3.774
2012/13,54_105a,150,24.9,11,7.333
2012/13,54_105a,140,37.3,6,4.286
2012/13,54_105a,154,48.2,6,3.896
2012/13,54_105a,137,27.3,10,7.299
2012/13,54_105a,125,30.8,8,6.4
2012/13,54_105a,102,18.6,6,5.882
2012/13,54_105a,136,45,5,3.676
2012/13,54_105a,136,45.5,4,2.941
2012/13,54_105a,140,52.3,6,4.286
2012/13,54_105a,128,44.7,3,2.344
2012/13,54_105a,124,58.8,11,8.871
2012/13,54_105a,143,49.2,8,5.594
2012/13,54_105a,144,51.1,11,7.639
2012/13,54_105a,128,42.1,9,7.031
2012/13,54_105a,137,57.3,6,4.38
2012/13,54_105a,73,24.4,3,4.11
2012/13,54_105a,100,33.7,2,2
2012/13,54_105a,124,40.3,6,4.839
2012/13,54_105a,121,42.8,7,5.785
2012/13,54_105a,140,56.5,15,10.714
2012/13,54_105a,149,45.2,12,8.054
2012/13,54_105a,145,56.1,10,6.897
2012/13,54_105a,136,57.5,5,3.676
2012/13,54_105a,115,57.5,2,1.739
2012/13,54_105a,104,38.5,7,6.731
2012/13,54_105a,134,36.1,10,7.463
2012/13,54_105a,136,56,9,6.618
2012/13,54_105a,116,31.3,5,4.31
2012/13,54_105a,98,34.9,6,6.122
2012/13,54_105a,128,34.4,6,4.688
2012/13,54_105a,122,27.6,8,6.557
2012/13,54_105a,118,31.5,5,4.237
2012/13,54_105a,122,36.1,5,4.098
2012/13,54_105a,112,20.4,9,8.036
2012/13,54_105a,84,28.7,5,5.952
2012/13,54_105a,101,46.4,2,1.98
2012/13,54_105a,111,52.5,8,7.207
2012/13,54_105a,111,26.9,11,9.91
2012/13,54_105a,96,23.6,4,4.167
2012/13,54_105a,91,17.1,8,8.791
2012/13,54_105a,87,13.9,2,2.299
2012/13,54_105a,99,20.3,6,6.061
2012/13,54_105a,99,38.4,5,5.051
2012/13,54_105a,67,16,7,10.448
2012/13,54_105a,136,45,5,3.676
2012/13,54_105a,83,22.6,6,7.229
2012/13,54_105a,135,42.7,8,5.926
2012/13,54_105a,94,18,6,6.383
2012/13,54_105a,140,35.2,14,10
2012/13,54_105a,156,36,11,7.051
2012/13,54_105a,137,12.8,2,1.46
2012/13,54_105a,148,30.6,7,4.73
2012/13,54_105a,117,35.7,2,1.709
2012/13,54_105a,135,47.1,20,14.815
2012/13,54_105a,107,45,6,5.607
2012/13,54_105a,57,25.5,1,1.754
2012/13,54_105a,132,49.3,5,3.788
2012/13,54_105a,113,40.9,5,4.425
2012/13,54_105a,133,37.2,11,8.271
2012/13,54_105a,99,29.4,5,5.051
2012/13,54_105a,93,44.1,2,2.151
2012/13,54_105a,125,54.2,11,8.8
2012/13,54_105a,122,43.4,4,3.279
2012/13,54_105a,118,49.2,6,5.085
2012/13,54_105a,129,47.6,12,9.302
2012/13,54_105a,103,66.6,6,5.825
2012/13,54_105a,116,62.9,15,12.931
2012/13,54_105a,109,18.9,9,8.257
2012/13,54_105a,105,24.1,3,2.857
2012/13,54_105a,118,48.7,2,1.695
2012/13,54_105a,118,19.8,14,11.864
2012/13,54_105a,123,43.8,6,4.878
2012/13,54_105a,135,52.3,6,4.444
2012/13,54_105a,140,39,8,5.714
2012/13,54_105a,131,32.2,13,9.924
2012/13,54_105a,91,8.4,3,3.297
2012/13,54_105a,150,58.2,10,6.667
2012/13,54_105a,152,48.3,10,6.579
2012/13,54_105a,133,57.3,7,5.263
2012/13,54_105a,132,37.8,7,5.303
2012/13,54_105a,166,55.2,11,6.627
2012/13,54_105a,91,17.1,5,5.495
2012/13,54_105a,124,20.7,10,8.065
2012/13,54_105a,117,21.2,8,6.838
2012/13,54_105a,116,16.7,12,10.345
2012/13,54_105a,128,20.3,8,6.25
2012/13,54_105a,92,23.3,8,8.696
2012/13,54_105a,51,13.9,1,1.961
2012/13,54_105a,123,24.8,2,1.626
2012/13,54_105a,73,19.6,4,5.479
2012/13,54_105a,77,46.4,4,5.195
2012/13,54_105a,110,26.4,6,5.455
2012/13,54_105a,108,49.4,4,3.704
2012/13,54_105a,112,25.8,7,6.25
2012/13,54_105a,108,28.9,8,7.407
2012/13,54_105a,125,34.6,4,3.2
2012/13,54_105a,145,57.4,9,6.207
2012/13,54_105a,125,65.1,4,3.2
2012/13,54_105a,80,39.8,5,6.25
2012/13,54_105a,128,32.9,7,5.469
2012/13,54_105a,102,37,4,3.922
2012/13,54_105a,144,54.4,2,1.389
2012/13,54_105a,119,18.1,15,12.605
2012/13,54_105a,111,18,7,6.306
2012/13,54_105a,74,23,2,2.703
2012/13,54_105a,96,27.2,2,2.083
2012/13,54_105a,116,29.5,7,6.034
2012/13,54_105a,124,39.4,3,2.419
2012/13,54_105a,122,30.2,5,4.098
2012/13,54_105a,114,34.2,6,5.263
2012/13,54_105a,118,38.5,4,3.39
2012/13,54_105a,151,54.7,2,1.325
2012/13,54_105a,129,32.6,4,3.101
2012/13,54_105a,94,44.3,4,4.255
2012/13,54_105a,132,48,8,6.061
2012/13,54_105a,115,15.5,4,3.478
2012/13,54_105a,95,22.7,3,3.158
2012/13,54_105a,114,42.6,1,0.877
2012/13,54_105a,151,32.5,9,5.96
2012/13,54_105a,129,16.9,3,2.326
2012/13,54_105a,112,23.2,4,3.571
2012/13,54_105a,190,45.5,7,3.684
2012/13,54_105a,81,19.1,3,3.704
2012/13,54_105a,84,14.5,6,7.143
2012/13,54_105a,148,38.6,16,10.811
2012/13,54_105a,48,17.4,1,2.083
2012/13,54_105a,143,35.4,10,6.993
2012/13,54_105a,111,11.6,4,3.604
2012/13,54_105a,119,15.9,4,3.361
2012/13,54_105a,117,17.6,10,8.547
2012/13,54_105a,123,27.5,9,7.317
2012/13,54_105a,106,28.2,5,4.717
2012/13,54_105a,141,42.4,11,7.801
2012/13,54_105a,86,17.4,9,10.465
2012/13,54_105a,91,22.1,8,8.791
2012/13,54_105a,113,24.1,5,4.425
2012/13,54_105a,101,22.9,11,10.891
2012/13,54_105a,102,25,7,6.863
2012/13,54_108a,161,10.7,1,0.621
2012/13,54_108a,156,30,7,4.487
2012/13,54_108a,156,34.1,3,1.923
2012/13,54_108a,126,19.7,3,2.381
2012/13,54_108a,154,27,9,5.844
2012/13,54_108a,143,28.8,4,2.797
2012/13,54_108a,144,29.3,4,2.778
2012/13,54_108a,167,33.7,9,5.389
2012/13,54_108a,144,35.9,1,0.694
2012/13,54_108a,164,48.1,5,3.049
2012/13,54_108a,45,9,1,2.222
2012/13,54_108a,183,22.7,11,6.011
2012/13,54_108a,171,36.2,4,2.339
2012/13,54_108a,192,46,11,5.729
2012/13,54_108a,202,43.5,6,2.97
2012/13,54_108a,152,50.7,5,3.289
2012/13,54_108a,157,59.4,5,3.185
2012/13,54_108a,145,56.3,13,8.966
2012/13,54_108a,149,46.9,6,4.027
2012/13,54_108a,143,57.1,11,7.692
2012/13,54_108a,156,50.9,2,1.282
2012/13,54_108a,153,37.3,4,2.614
2012/13,54_108a,161,32.3,9,5.59
2012/13,54_108a,195,41.2,7,3.59
2012/13,54_108a,209,48.3,14,6.699
2012/13,54_108a,124,26,2,1.613
2012/13,54_108a,216,59.2,20,9.259
2012/13,54_108a,204,58.1,6,2.941
2012/13,54_108a,191,53.2,7,3.665
2012/13,54_108a,185,36.9,10,5.405
2012/13,54_108a,130,20.8,1,0.769
2012/13,54_108a,143,22,13,9.091
2012/13,54_108a,150,16.9,6,4
2012/13,54_108a,212,62.7,5,2.358
2012/13,54_108a,140,14.3,6,4.286
2012/13,54_108a,199,40.9,23,11.558
2012/13,54_108a,181,24.1,8,4.42
2012/13,54_108a,148,44.4,4,2.703
2012/13,54_108a,164,47.4,13,7.927
2012/13,54_108a,84,17.2,1,1.19
2012/13,54_108a,84,23.7,1,1.19
2012/13,54_108a,162,25.5,9,5.556
2012/13,54_108a,184,36.5,10,5.435
2012/13,54_108a,163,40,11,6.748
2012/13,54_108a,161,32.3,15,9.317
2012/13,54_108a,147,18.8,5,3.401
2012/13,54_108a,108,20.5,3,2.778
2012/13,54_108a,119,24.7,3,2.521
2012/13,54_108a,104,50.7,1,0.962
2012/13,54_108a,137,46.7,7,5.109
2012/13,54_108a,121,21.5,5,4.132
2012/13,54_110a,146,39.2,3,2.055
2012/13,54_110a,155,43.3,8,5.161
2012/13,54_110a,156,43,8,5.128
2012/13,54_110a,157,46.8,4,2.548
2012/13,54_110a,160,45.6,4,2.5
2012/13,54_110a,153,45.1,9,5.882
2012/13,54_110a,157,46.5,5,3.185
2012/13,54_110a,158,47.7,12,7.595
2012/13,54_110a,147,50.9,4,2.721
2012/13,54_110a,148,52.9,9,6.081
2012/13,54_110a,139,22.7,7,5.036
2012/13,54_110a,156,45.9,6,3.846
2012/13,54_110a,150,50,11,7.333
2012/13,54_110a,144,32.8,1,0.694
2012/13,54_110a,146,31.2,4,2.74
2012/13,54_110a,162,43.5,3,1.852
2012/13,54_110a,155,29.3,1,0.645
2012/13,54_110a,106,11.6,2,1.887
2012/13,54_110a,149,65.9,4,2.685
2012/13,54_110a,172,54.8,6,3.488
2012/13,54_110a,152,47.5,7,4.605
2012/13,54_110a,144,28.7,3,2.083
2012/13,54_110a,186,61.6,4,2.151
2012/13,54_110a,178,60.8,11,6.18
2012/13,54_110a,117,23.5,19,16.239
2012/13,54_110a,132,37.1,15,11.364
2012/13,54_110a,141,45.2,13,9.22
2012/13,54_110a,118,26.5,9,7.627
2012/13,54_110a,117,24.9,16,13.675
2012/13,54_110a,135,35.1,13,9.63
2012/13,54_110a,115,18.8,4,3.478
2012/13,54_110a,124,27.5,13,10.484
2012/13,54_110a,126,29.5,6,4.762
2012/13,54_110a,131,25,18,13.74
2012/13,54_110a,141,38.1,10,7.092
2012/13,54_110a,146,39.8,19,13.014
2012/13,54_110a,27,12.7,2,7.407
2012/13,54_110a,147,42.8,15,10.204
2012/13,54_110a,147,44.5,19,12.925
2012/13,54_110a,126,26,12,9.524
2012/13,54_11a,148,18.3,3,2.027
2012/13,54_11a,166,33.5,2,1.205
2012/13,54_11a,163,38.3,12,7.362
2012/13,54_11a,178,38.7,6,3.371
2012/13,54_11a,207,56.3,9,4.348
2012/13,54_11a,74,12.3,1,1.351
2012/13,54_11a,162,54.6,6,3.704
2012/13,54_11a,191,61.3,9,4.712
2012/13,54_11a,206,64,13,6.311
2012/13,54_11a,164,53.6,12,7.317
2012/13,54_11a,176,52.2,16,9.091
2012/13,54_11a,165,41.6,7,4.242
2012/13,54_11a,174,47.5,16,9.195
2012/13,54_11a,162,27.7,5,3.086
2012/13,54_11a,169,46.2,11,6.509
2012/13,54_11a,172,49.6,7,4.07
2012/13,54_11a,165,46.3,13,7.879
2012/13,54_11a,162,41.2,10,6.173
2012/13,54_11a,162,41.3,13,8.025
2012/13,54_11a,156,40,10,6.41
2012/13,54_11a,163,41.8,11,6.748
2012/13,54_11a,160,37.3,9,5.625
2012/13,54_11a,153,32.7,9,5.882
2012/13,54_11a,165,36.4,17,10.303
2012/13,54_11a,146,30.2,40,27.397
2012/13,54_11a,148,30.1,16,10.811
2012/13,54_11a,158,33.4,4,2.532
2012/13,54_11a,162,44.5,14,8.642
2012/13,54_11a,152,37.4,12,7.895
2012/13,54_11a,157,30.2,3,1.911
2012/13,54_11a,154,33,23,14.935
2012/13,54_11a,140,27.1,21,15
2012/13,54_11a,153,33.8,13,8.497
2012/13,54_11a,153,32,2,1.307
2012/13,54_11a,152,33.7,6,3.947
2012/13,54_129a,79,7.3,1,1.266
2012/13,54_129a,92,15.5,12,13.043
2012/13,54_129a,101,13.6,10,9.901
2012/13,54_129a,117,23.8,14,11.966
2012/13,54_129a,115,20.1,11,9.565
2012/13,54_129a,105,17.2,9,8.571
2012/13,54_129a,118,28.9,10,8.475
2012/13,54_129a,109,18.2,5,4.587
2012/13,54_129a,117,25,5,4.274
2012/13,54_129a,113,20.5,6,5.31
2012/13,54_129a,111,23.8,8,7.207
2012/13,54_129a,135,21.4,12,8.889
2012/13,54_129a,118,22.7,10,8.475
2012/13,54_129a,115,22.6,6,5.217
2012/13,54_129a,114,23.1,13,11.404
2012/13,54_129a,128,27.3,8,6.25
2012/13,54_129a,119,21,11,9.244
2012/13,54_129a,122,28.9,7,5.738
2012/13,54_129a,119,21.4,7,5.882
2012/13,54_129a,116,21.6,8,6.897
2012/13,54_129a,120,21.7,13,10.833
2012/13,54_129a,126,23.3,4,3.175
2012/13,54_129a,121,23,11,9.091
2012/13,54_129a,129,23.4,8,6.202
2012/13,54_129a,117,20.4,7,5.983
2012/13,54_129a,110,16.6,9,8.182
2012/13,54_129a,116,19.5,4,3.448
2012/13,54_129a,112,19.9,6,5.357
2012/13,54_129a,122,21.1,6,4.918
2012/13,54_129a,118,20.2,6,5.085
2012/13,54_129a,98,16.3,7,7.143
2012/13,54_129a,116,17.4,7,6.034
2012/13,54_129a,127,18.5,9,7.087
2012/13,54_129a,116,15.6,9,7.759
2012/13,54_129a,122,15.8,7,5.738
2012/13,54_129a,134,21.9,3,2.239
2012/13,54_129a,129,26.3,5,3.876
2012/13,54_129a,126,22,9,7.143
2012/13,54_129a,123,25.8,6,4.878
2012/13,54_129a,116,26.9,8,6.897
2012/13,54_129a,120,24,8,6.667
2012/13,54_129a,127,27.9,13,10.236
2012/13,54_129a,123,30.1,10,8.13
2012/13,54_129a,123,25.8,8,6.504
2012/13,54_129a,127,28.3,13,10.236
2012/13,54_129a,115,33.4,7,6.087
2012/13,54_129a,121,33.9,8,6.612
2012/13,54_129a,122,34.4,11,9.016
2012/13,54_129a,118,31,14,11.864
2012/13,54_129a,127,38.3,11,8.661
2012/13,54_129a,122,34.9,5,4.098
2012/13,54_129a,124,26.6,7,5.645
2012/13,54_129a,115,21.1,8,6.957
2012/13,54_129a,117,24.8,13,11.111
2012/13,54_129a,123,23.9,9,7.317
2012/13,54_129a,142,30.8,10,7.042
2012/13,54_129a,129,32.9,7,5.426
2012/13,54_129a,134,35.5,12,8.955
2012/13,54_129a,120,23.8,10,8.333
2012/13,54_129a,123,36.9,5,4.065
2012/13,54_129a,121,35.9,6,4.959
2012/13,54_129a,126,33.3,5,3.968
2012/13,54_129a,125,33.3,10,8
2012/13,54_129a,130,27.1,7,5.385
2012/13,54_129a,80,13.5,1,1.25
2012/13,54_129a,43,9.6,2,4.651
2012/13,54_129a,30,7.4,1,3.333
2012/13,54_129a,145,24.6,8,5.517
2012/13,54_129a,98,24.4,10,10.204
2012/13,54_129a,103,38.6,44,42.718
2012/13,54_129a,103,18.5,12,11.65
2012/13,54_129a,101,39.1,19,18.812
2012/13,54_129a,99,26.5,20,20.202
2012/13,54_129a,89,30.7,18,20.225
2012/13,54_129a,99,18.1,16,16.162
2012/13,54_129a,66,14.4,15,22.727
2012/13,54_129a,89,11.5,22,24.719
2012/13,54_129a,78,15.6,25,32.051
2012/13,54_129a,86,11.8,24,27.907
2012/13,54_129a,68,19.2,6,8.824
2012/13,54_129a,56,16.7,4,7.143
2012/13,54_129a,117,26.1,12,10.256
2012/13,54_129a,71,21.2,4,5.634
2012/13,54_129a,119,24.8,13,10.924
2012/13,54_129a,120,28.1,10,8.333
2012/13,54_129a,81,15.3,9,11.111
2012/13,54_129a,101,14.9,16,15.842
2012/13,54_134a,71,18.4,2,2.817
2012/13,54_134a,100,32.4,3,3
2012/13,54_134a,145,47.8,6,4.138
2012/13,54_134a,112,41.6,6,5.357
2012/13,54_134a,134,60.9,3,2.239
2012/13,54_134a,129,40.7,9,6.977
2012/13,54_134a,128,65.2,8,6.25
2012/13,54_134a,63,28.4,3,4.762
2012/13,54_134a,134,57.6,5,3.731
2012/13,54_134a,107,41.1,8,7.477
2012/13,54_134a,141,32.2,7,4.965
2012/13,54_134a,148,38.3,6,4.054
2012/13,54_134a,147,40.6,4,2.721
2012/13,54_134a,146,33.4,10,6.849
2012/13,54_134a,135,50,11,8.148
2012/13,54_134a,136,47.4,8,5.882
2012/13,54_134a,130,68.8,9,6.923
2012/13,54_134a,160,88.5,15,9.375
2012/13,54_134a,152,66.3,21,13.816
2012/13,54_134a,143,66.9,17,11.888
2012/13,54_134a,126,67.1,10,7.937
